year,month,day,hour,price_PT,price_ES,date
2023,2,21,5,133.59,133.59,2023-02-21
2023,2,21,6,146.95,146.95,2023-02-21
2023,2,21,7,157.54,157.54,2023-02-21
2023,2,21,8,162.21,162.21,2023-02-21
2023,2,21,9,167.06,167.06,2023-02-21
2023,2,21,10,162.16,162.16,2023-02-21
2023,2,21,11,159.0,159.0,2023-02-21
2023,2,21,12,156.18,156.18,2023-02-21
2023,2,21,13,147.59,147.59,2023-02-21
2023,2,21,14,135.0,135.0,2023-02-21
2023,2,21,15,138.52,138.52,2023-02-21
2023,2,21,16,130.56,130.56,2023-02-21
2023,2,21,17,149.26,149.26,2023-02-21
2023,2,21,18,156.65,156.65,2023-02-21
2023,2,21,19,160.01,160.01,2023-02-21
2023,2,21,20,175.61,175.61,2023-02-21
2023,2,21,21,170.0,170.0,2023-02-21
2023,2,21,22,158.8,158.8,2023-02-21
2023,2,21,23,153.2,153.2,2023-02-21
2023,2,22,0,142.58,142.58,2023-02-22
2023,2,22,1,139.9,139.9,2023-02-22
2023,2,22,2,128.0,128.0,2023-02-22
2023,2,22,3,125.3,125.3,2023-02-22
2023,2,22,4,126.49,126.49,2023-02-22
2023,2,22,5,126.99,126.99,2023-02-22
2023,2,22,6,133.05,133.05,2023-02-22
2023,2,22,7,155.01,155.01,2023-02-22
2023,2,22,8,161.57,161.57,2023-02-22
2023,2,22,9,164.5,164.5,2023-02-22
2023,2,22,10,162.06,162.06,2023-02-22
2023,2,22,11,154.9,154.9,2023-02-22
2023,2,22,12,150.01,150.01,2023-02-22
2023,2,22,13,148.0,148.0,2023-02-22
2023,2,22,14,132.64,132.64,2023-02-22
2023,2,22,15,135.04,135.04,2023-02-22
2023,2,22,16,123.0,123.0,2023-02-22
2023,2,22,17,130.0,130.0,2023-02-22
2023,2,22,18,148.06,148.06,2023-02-22
2023,2,22,19,153.53,153.53,2023-02-22
2023,2,22,20,164.5,164.5,2023-02-22
2023,2,22,21,162.06,162.06,2023-02-22
2023,2,22,22,154.02,154.02,2023-02-22
2023,2,22,23,153.16,153.16,2023-02-22
2023,2,23,0,135.0,135.0,2023-02-23
2023,2,23,1,135.01,135.01,2023-02-23
2023,2,23,2,131.77,131.77,2023-02-23
2023,2,23,3,129.24,129.24,2023-02-23
2023,2,23,4,124.81,124.81,2023-02-23
2023,2,23,5,125.2,125.2,2023-02-23
2023,2,23,6,130.0,130.0,2023-02-23
2023,2,23,7,153.82,153.82,2023-02-23
2023,2,23,8,160.07,163.07,2023-02-23
2023,2,23,9,161.27,162.57,2023-02-23
2023,2,23,10,159.33,159.33,2023-02-23
2023,2,23,11,153.33,153.33,2023-02-23
2023,2,23,12,144.5,144.5,2023-02-23
2023,2,23,13,129.54,129.54,2023-02-23
2023,2,23,14,119.4,119.4,2023-02-23
2023,2,23,15,116.07,116.07,2023-02-23
2023,2,23,16,115.27,115.27,2023-02-23
2023,2,23,17,115.67,115.67,2023-02-23
2023,2,23,18,123.0,123.0,2023-02-23
2023,2,23,19,157.25,157.25,2023-02-23
2023,2,23,20,164.46,164.46,2023-02-23
2023,2,23,21,161.25,161.25,2023-02-23
2023,2,23,22,158.32,158.32,2023-02-23
2023,2,23,23,151.98,151.98,2023-02-23
2023,2,24,0,148.78,148.78,2023-02-24
2023,2,24,1,133.84,133.84,2023-02-24
2023,2,24,2,128.82,128.82,2023-02-24
2023,2,24,3,140.7,140.7,2023-02-24
2023,2,24,4,124.02,124.02,2023-02-24
2023,2,24,5,120.21,120.21,2023-02-24
2023,2,24,6,138.68,138.68,2023-02-24
2023,2,24,7,153.42,153.42,2023-02-24
2023,2,24,8,160.68,160.68,2023-02-24
2023,2,24,9,165.45,165.45,2023-02-24
2023,2,24,10,161.72,161.72,2023-02-24
2023,2,24,11,160.1,160.1,2023-02-24
2023,2,24,12,155.22,155.22,2023-02-24
2023,2,24,13,146.81,146.81,2023-02-24
2023,2,24,14,142.85,142.85,2023-02-24
2023,2,24,15,139.54,139.54,2023-02-24
2023,2,24,16,128.0,128.0,2023-02-24
2023,2,24,17,125.74,125.74,2023-02-24
2023,2,24,18,150.66,150.66,2023-02-24
2023,2,24,19,160.3,160.3,2023-02-24
2023,2,24,20,174.18,174.18,2023-02-24
2023,2,24,21,171.8,171.8,2023-02-24
2023,2,24,22,160.75,160.75,2023-02-24
2023,2,24,23,157.3,157.3,2023-02-24
2023,2,25,0,153.1,153.1,2023-02-25
2023,2,25,1,158.44,158.44,2023-02-25
2023,2,25,2,145.3,145.3,2023-02-25
2023,2,25,3,141.9,141.9,2023-02-25
2023,2,25,4,133.0,133.0,2023-02-25
2023,2,25,5,135.0,135.0,2023-02-25
2023,2,25,6,130.86,130.86,2023-02-25
2023,2,25,7,135.04,135.04,2023-02-25
2023,2,25,8,150.43,150.43,2023-02-25
2023,2,25,9,153.98,153.98,2023-02-25
2023,2,25,10,157.5,157.5,2023-02-25
2023,2,25,11,152.32,152.32,2023-02-25
2023,2,25,12,146.96,146.96,2023-02-25
2023,2,25,13,144.51,144.51,2023-02-25
2023,2,25,14,129.99,129.99,2023-02-25
2023,2,25,15,121.18,121.18,2023-02-25
2023,2,25,16,117.93,117.93,2023-02-25
2023,2,25,17,119.56,119.56,2023-02-25
2023,2,25,18,133.0,133.0,2023-02-25
2023,2,25,19,153.92,153.92,2023-02-25
2023,2,25,20,163.34,163.34,2023-02-25
2023,2,25,21,160.22,160.22,2023-02-25
2023,2,25,22,155.22,155.22,2023-02-25
2023,2,25,23,149.3,149.3,2023-02-25
2023,2,26,0,145.44,145.44,2023-02-26
2023,2,26,1,136.0,136.0,2023-02-26
2023,2,26,2,130.0,130.0,2023-02-26
2023,2,26,3,120.8,120.8,2023-02-26
2023,2,26,4,110.65,110.65,2023-02-26
2023,2,26,5,107.0,107.0,2023-02-26
2023,2,26,6,106.8,106.8,2023-02-26
2023,2,26,7,107.04,107.04,2023-02-26
2023,2,26,8,107.7,107.7,2023-02-26
2023,2,26,9,105.8,105.8,2023-02-26
2023,2,26,10,93.6,93.6,2023-02-26
2023,2,26,11,93.01,27.48,2023-02-26
2023,2,26,12,93.2,17.69,2023-02-26
2023,2,26,13,93.2,17.69,2023-02-26
2023,2,26,14,93.2,17.69,2023-02-26
2023,2,26,15,92.05,14.0,2023-02-26
2023,2,26,16,92.05,4.16,2023-02-26
2023,2,26,17,92.05,4.16,2023-02-26
2023,2,26,18,73.84,17.69,2023-02-26
2023,2,26,19,94.0,92.7,2023-02-26
2023,2,26,20,109.99,109.99,2023-02-26
2023,2,26,21,136.5,136.5,2023-02-26
2023,2,26,22,137.0,137.0,2023-02-26
2023,2,26,23,116.47,116.47,2023-02-26
2023,2,27,0,106.5,106.5,2023-02-27
2023,2,27,1,99.72,99.72,2023-02-27
2023,2,27,2,97.6,97.6,2023-02-27
2023,2,27,3,89.98,89.98,2023-02-27
2023,2,27,4,89.99,89.99,2023-02-27
2023,2,27,5,90.0,90.0,2023-02-27
2023,2,27,6,98.0,98.0,2023-02-27
2023,2,27,7,106.4,106.4,2023-02-27
2023,2,27,8,144.86,144.86,2023-02-27
2023,2,27,9,149.0,149.0,2023-02-27
2023,2,27,10,126.36,126.36,2023-02-27
2023,2,27,11,100.0,100.0,2023-02-27
2023,2,27,12,97.49,97.49,2023-02-27
2023,2,27,13,97.49,97.49,2023-02-27
2023,2,27,14,97.49,97.49,2023-02-27
2023,2,27,15,90.0,90.0,2023-02-27
2023,2,27,16,97.6,97.6,2023-02-27
2023,2,27,17,99.72,99.72,2023-02-27
2023,2,27,18,107.3,107.3,2023-02-27
2023,2,27,19,145.0,145.0,2023-02-27
2023,2,27,20,163.94,163.94,2023-02-27
2023,2,27,21,174.49,174.49,2023-02-27
2023,2,27,22,160.3,160.3,2023-02-27
2023,2,27,23,153.46,153.46,2023-02-27
2023,2,28,0,144.0,144.0,2023-02-28
2023,2,28,1,134.0,134.0,2023-02-28
2023,2,28,2,133.0,133.0,2023-02-28
2023,2,28,3,109.0,109.0,2023-02-28
2023,2,28,4,107.9,107.9,2023-02-28
2023,2,28,5,107.7,107.7,2023-02-28
2023,2,28,6,109.99,109.99,2023-02-28
2023,2,28,7,143.72,143.72,2023-02-28
2023,2,28,8,153.42,153.42,2023-02-28
2023,2,28,9,156.08,156.08,2023-02-28
2023,2,28,10,149.9,149.9,2023-02-28
2023,2,28,11,134.4,134.4,2023-02-28
2023,2,28,12,107.5,107.5,2023-02-28
2023,2,28,13,106.37,106.37,2023-02-28
2023,2,28,14,106.37,106.37,2023-02-28
2023,2,28,15,104.8,104.8,2023-02-28
2023,2,28,16,105.0,105.0,2023-02-28
2023,2,28,17,107.1,107.1,2023-02-28
2023,2,28,18,133.0,133.0,2023-02-28
2023,2,28,19,153.42,153.42,2023-02-28
2023,2,28,20,170.0,170.0,2023-02-28
2023,2,28,21,176.17,176.17,2023-02-28
2023,2,28,22,165.01,165.01,2023-02-28
2023,2,28,23,158.41,158.41,2023-02-28
2023,3,1,0,152.09,152.09,2023-03-01
2023,3,1,1,145.0,145.0,2023-03-01
2023,3,1,2,140.0,140.0,2023-03-01
2023,3,1,3,139.64,139.64,2023-03-01
2023,3,1,4,135.8,135.8,2023-03-01
2023,3,1,5,131.0,131.0,2023-03-01
2023,3,1,6,140.06,140.06,2023-03-01
2023,3,1,7,155.0,155.0,2023-03-01
2023,3,1,8,160.5,160.5,2023-03-01
2023,3,1,9,164.43,164.43,2023-03-01
2023,3,1,10,160.0,160.0,2023-03-01
2023,3,1,11,147.01,147.01,2023-03-01
2023,3,1,12,136.2,136.2,2023-03-01
2023,3,1,13,132.0,132.0,2023-03-01
2023,3,1,14,130.47,130.47,2023-03-01
2023,3,1,15,125.44,125.44,2023-03-01
2023,3,1,16,121.13,121.13,2023-03-01
2023,3,1,17,126.15,126.15,2023-03-01
2023,3,1,18,147.52,147.52,2023-03-01
2023,3,1,19,151.26,151.26,2023-03-01
2023,3,1,20,167.09,167.09,2023-03-01
2023,3,1,21,170.41,170.41,2023-03-01
2023,3,1,22,163.78,163.78,2023-03-01
2023,3,1,23,159.97,159.97,2023-03-01
2023,3,2,0,152.01,152.01,2023-03-02
2023,3,2,1,145.69,145.69,2023-03-02
2023,3,2,2,142.49,142.49,2023-03-02
2023,3,2,3,141.8,141.8,2023-03-02
2023,3,2,4,140.0,140.0,2023-03-02
2023,3,2,5,140.0,140.0,2023-03-02
2023,3,2,6,144.52,144.52,2023-03-02
2023,3,2,7,145.9,145.9,2023-03-02
2023,3,2,8,155.0,155.0,2023-03-02
2023,3,2,9,159.37,159.37,2023-03-02
2023,3,2,10,145.39,145.39,2023-03-02
2023,3,2,11,119.0,119.0,2023-03-02
2023,3,2,12,119.0,119.0,2023-03-02
2023,3,2,13,118.6,118.6,2023-03-02
2023,3,2,14,119.0,119.0,2023-03-02
2023,3,2,15,117.0,117.0,2023-03-02
2023,3,2,16,117.0,117.0,2023-03-02
2023,3,2,17,118.0,118.0,2023-03-02
2023,3,2,18,139.0,139.0,2023-03-02
2023,3,2,19,150.52,150.52,2023-03-02
2023,3,2,20,168.4,168.4,2023-03-02
2023,3,2,21,184.0,184.0,2023-03-02
2023,3,2,22,166.82,166.82,2023-03-02
2023,3,2,23,160.0,160.0,2023-03-02
2023,3,3,0,153.69,153.69,2023-03-03
2023,3,3,1,147.56,147.56,2023-03-03
2023,3,3,2,145.79,145.79,2023-03-03
2023,3,3,3,143.54,143.54,2023-03-03
2023,3,3,4,143.11,143.11,2023-03-03
2023,3,3,5,143.62,143.62,2023-03-03
2023,3,3,6,146.37,146.37,2023-03-03
2023,3,3,7,152.86,152.86,2023-03-03
2023,3,3,8,156.99,156.99,2023-03-03
2023,3,3,9,157.0,157.0,2023-03-03
2023,3,3,10,149.13,149.13,2023-03-03
2023,3,3,11,119.37,119.37,2023-03-03
2023,3,3,12,119.44,119.44,2023-03-03
2023,3,3,13,118.0,118.0,2023-03-03
2023,3,3,14,117.5,117.5,2023-03-03
2023,3,3,15,115.5,115.5,2023-03-03
2023,3,3,16,115.5,115.5,2023-03-03
2023,3,3,17,120.19,120.19,2023-03-03
2023,3,3,18,143.84,143.84,2023-03-03
2023,3,3,19,157.0,157.0,2023-03-03
2023,3,3,20,163.24,163.24,2023-03-03
2023,3,3,21,169.0,169.0,2023-03-03
2023,3,3,22,163.0,163.0,2023-03-03
2023,3,3,23,158.02,158.02,2023-03-03
2023,3,4,0,155.76,155.76,2023-03-04
2023,3,4,1,142.24,142.24,2023-03-04
2023,3,4,2,137.33,137.33,2023-03-04
2023,3,4,3,142.1,142.1,2023-03-04
2023,3,4,4,137.52,137.52,2023-03-04
2023,3,4,5,136.4,136.4,2023-03-04
2023,3,4,6,136.0,136.0,2023-03-04
2023,3,4,7,134.99,134.99,2023-03-04
2023,3,4,8,145.39,145.39,2023-03-04
2023,3,4,9,150.0,150.0,2023-03-04
2023,3,4,10,144.89,144.89,2023-03-04
2023,3,4,11,125.2,125.2,2023-03-04
2023,3,4,12,124.8,124.8,2023-03-04
2023,3,4,13,124.42,124.42,2023-03-04
2023,3,4,14,115.0,115.0,2023-03-04
2023,3,4,15,111.9,111.9,2023-03-04
2023,3,4,16,117.3,117.3,2023-03-04
2023,3,4,17,123.01,123.01,2023-03-04
2023,3,4,18,133.24,133.24,2023-03-04
2023,3,4,19,148.41,148.41,2023-03-04
2023,3,4,20,165.01,165.01,2023-03-04
2023,3,4,21,173.2,173.2,2023-03-04
2023,3,4,22,160.61,160.61,2023-03-04
2023,3,4,23,149.7,149.7,2023-03-04
2023,3,5,0,147.0,147.0,2023-03-05
2023,3,5,1,144.09,144.09,2023-03-05
2023,3,5,2,142.0,142.0,2023-03-05
2023,3,5,3,147.73,147.73,2023-03-05
2023,3,5,4,142.47,142.47,2023-03-05
2023,3,5,5,142.49,142.49,2023-03-05
2023,3,5,6,143.03,143.03,2023-03-05
2023,3,5,7,143.0,143.0,2023-03-05
2023,3,5,8,141.14,141.14,2023-03-05
2023,3,5,9,135.54,135.54,2023-03-05
2023,3,5,10,137.26,137.26,2023-03-05
2023,3,5,11,133.43,133.43,2023-03-05
2023,3,5,12,132.89,132.89,2023-03-05
2023,3,5,13,130.0,130.0,2023-03-05
2023,3,5,14,126.15,126.15,2023-03-05
2023,3,5,15,123.26,123.26,2023-03-05
2023,3,5,16,131.93,131.93,2023-03-05
2023,3,5,17,137.75,137.75,2023-03-05
2023,3,5,18,145.14,145.14,2023-03-05
2023,3,5,19,148.13,148.13,2023-03-05
2023,3,5,20,165.01,165.01,2023-03-05
2023,3,5,21,184.02,184.02,2023-03-05
2023,3,5,22,167.64,167.64,2023-03-05
2023,3,5,23,155.42,155.42,2023-03-05
2023,3,6,0,154.66,154.66,2023-03-06
2023,3,6,1,149.0,149.0,2023-03-06
2023,3,6,2,149.76,149.76,2023-03-06
2023,3,6,3,144.76,144.76,2023-03-06
2023,3,6,4,135.97,135.97,2023-03-06
2023,3,6,5,134.0,134.0,2023-03-06
2023,3,6,6,138.7,138.7,2023-03-06
2023,3,6,7,135.0,135.0,2023-03-06
2023,3,6,8,142.01,142.01,2023-03-06
2023,3,6,9,152.81,152.81,2023-03-06
2023,3,6,10,150.67,150.67,2023-03-06
2023,3,6,11,150.87,150.87,2023-03-06
2023,3,6,12,152.39,152.39,2023-03-06
2023,3,6,13,149.67,149.67,2023-03-06
2023,3,6,14,144.76,144.76,2023-03-06
2023,3,6,15,142.77,142.77,2023-03-06
2023,3,6,16,144.38,144.38,2023-03-06
2023,3,6,17,146.99,146.99,2023-03-06
2023,3,6,18,149.76,149.76,2023-03-06
2023,3,6,19,150.49,150.49,2023-03-06
2023,3,6,20,165.0,165.0,2023-03-06
2023,3,6,21,172.6,172.6,2023-03-06
2023,3,6,22,156.5,156.5,2023-03-06
2023,3,6,23,147.5,147.5,2023-03-06
2023,3,7,0,140.14,140.14,2023-03-07
2023,3,7,1,138.1,138.1,2023-03-07
2023,3,7,2,133.0,133.0,2023-03-07
2023,3,7,3,128.35,128.35,2023-03-07
2023,3,7,4,117.55,117.55,2023-03-07
2023,3,7,5,107.8,107.8,2023-03-07
2023,3,7,6,107.8,107.8,2023-03-07
2023,3,7,7,115.0,115.0,2023-03-07
2023,3,7,8,140.27,140.27,2023-03-07
2023,3,7,9,140.3,140.3,2023-03-07
2023,3,7,10,137.88,137.88,2023-03-07
2023,3,7,11,118.58,118.58,2023-03-07
2023,3,7,12,107.9,107.9,2023-03-07
2023,3,7,13,107.0,107.0,2023-03-07
2023,3,7,14,100.1,100.1,2023-03-07
2023,3,7,15,94.9,94.9,2023-03-07
2023,3,7,16,93.6,93.6,2023-03-07
2023,3,7,17,95.1,95.1,2023-03-07
2023,3,7,18,106.8,106.8,2023-03-07
2023,3,7,19,117.65,117.65,2023-03-07
2023,3,7,20,141.3,141.3,2023-03-07
2023,3,7,21,152.1,152.1,2023-03-07
2023,3,7,22,145.78,145.78,2023-03-07
2023,3,7,23,139.82,139.82,2023-03-07
2023,3,8,0,117.0,117.0,2023-03-08
2023,3,8,1,92.1,92.1,2023-03-08
2023,3,8,2,89.99,89.99,2023-03-08
2023,3,8,3,84.14,84.14,2023-03-08
2023,3,8,4,84.14,84.14,2023-03-08
2023,3,8,5,83.68,83.68,2023-03-08
2023,3,8,6,85.0,85.0,2023-03-08
2023,3,8,7,92.8,92.8,2023-03-08
2023,3,8,8,120.0,120.0,2023-03-08
2023,3,8,9,123.0,123.0,2023-03-08
2023,3,8,10,119.8,119.8,2023-03-08
2023,3,8,11,99.28,99.28,2023-03-08
2023,3,8,12,91.94,91.94,2023-03-08
2023,3,8,13,85.0,85.0,2023-03-08
2023,3,8,14,80.1,80.1,2023-03-08
2023,3,8,15,70.0,70.0,2023-03-08
2023,3,8,16,60.2,60.2,2023-03-08
2023,3,8,17,78.15,78.15,2023-03-08
2023,3,8,18,89.65,89.65,2023-03-08
2023,3,8,19,97.0,97.0,2023-03-08
2023,3,8,20,125.21,125.21,2023-03-08
2023,3,8,21,140.0,140.0,2023-03-08
2023,3,8,22,135.02,135.02,2023-03-08
2023,3,8,23,129.11,129.11,2023-03-08
2023,3,9,0,119.0,119.0,2023-03-09
2023,3,9,1,90.29,90.29,2023-03-09
2023,3,9,2,67.69,67.69,2023-03-09
2023,3,9,3,65.3,65.3,2023-03-09
2023,3,9,4,65.3,65.3,2023-03-09
2023,3,9,5,65.2,65.2,2023-03-09
2023,3,9,6,65.9,65.9,2023-03-09
2023,3,9,7,95.0,95.0,2023-03-09
2023,3,9,8,120.0,120.0,2023-03-09
2023,3,9,9,121.36,121.36,2023-03-09
2023,3,9,10,112.61,112.61,2023-03-09
2023,3,9,11,97.01,97.01,2023-03-09
2023,3,9,12,65.38,65.38,2023-03-09
2023,3,9,13,60.14,60.14,2023-03-09
2023,3,9,14,56.0,56.0,2023-03-09
2023,3,9,15,29.59,29.59,2023-03-09
2023,3,9,16,20.0,20.0,2023-03-09
2023,3,9,17,14.0,14.0,2023-03-09
2023,3,9,18,29.59,29.59,2023-03-09
2023,3,9,19,60.14,60.14,2023-03-09
2023,3,9,20,101.69,101.69,2023-03-09
2023,3,9,21,120.0,120.0,2023-03-09
2023,3,9,22,110.0,110.0,2023-03-09
2023,3,9,23,73.9,73.9,2023-03-09
2023,3,10,0,60.14,60.14,2023-03-10
2023,3,10,1,30.0,30.0,2023-03-10
2023,3,10,2,19.24,14.0,2023-03-10
2023,3,10,3,5.0,5.0,2023-03-10
2023,3,10,4,4.16,4.16,2023-03-10
2023,3,10,5,5.0,5.0,2023-03-10
2023,3,10,6,15.0,15.0,2023-03-10
2023,3,10,7,54.15,54.15,2023-03-10
2023,3,10,8,70.0,70.0,2023-03-10
2023,3,10,9,81.16,81.16,2023-03-10
2023,3,10,10,61.1,61.1,2023-03-10
2023,3,10,11,41.0,41.0,2023-03-10
2023,3,10,12,32.26,32.26,2023-03-10
2023,3,10,13,29.59,29.59,2023-03-10
2023,3,10,14,20.0,20.0,2023-03-10
2023,3,10,15,6.63,6.63,2023-03-10
2023,3,10,16,4.16,4.16,2023-03-10
2023,3,10,17,4.16,4.16,2023-03-10
2023,3,10,18,15.0,15.0,2023-03-10
2023,3,10,19,63.36,60.14,2023-03-10
2023,3,10,20,100.92,100.92,2023-03-10
2023,3,10,21,124.22,124.22,2023-03-10
2023,3,10,22,116.5,116.5,2023-03-10
2023,3,10,23,75.0,70.0,2023-03-10
2023,3,11,0,60.91,60.9,2023-03-11
2023,3,11,1,39.14,39.14,2023-03-11
2023,3,11,2,33.15,33.15,2023-03-11
2023,3,11,3,29.15,29.15,2023-03-11
2023,3,11,4,25.0,25.0,2023-03-11
2023,3,11,5,4.16,4.16,2023-03-11
2023,3,11,6,4.16,4.16,2023-03-11
2023,3,11,7,5.0,5.0,2023-03-11
2023,3,11,8,32.26,32.26,2023-03-11
2023,3,11,9,29.9,29.9,2023-03-11
2023,3,11,10,20.0,20.0,2023-03-11
2023,3,11,11,10.0,10.0,2023-03-11
2023,3,11,12,4.16,4.16,2023-03-11
2023,3,11,13,4.16,4.16,2023-03-11
2023,3,11,14,4.16,4.16,2023-03-11
2023,3,11,15,1.6,1.6,2023-03-11
2023,3,11,16,1.49,1.49,2023-03-11
2023,3,11,17,1.6,1.6,2023-03-11
2023,3,11,18,4.16,4.16,2023-03-11
2023,3,11,19,45.0,39.9,2023-03-11
2023,3,11,20,68.22,68.22,2023-03-11
2023,3,11,21,99.3,99.3,2023-03-11
2023,3,11,22,100.0,100.0,2023-03-11
2023,3,11,23,85.0,85.0,2023-03-11
2023,3,12,0,75.1,75.1,2023-03-12
2023,3,12,1,90.0,90.0,2023-03-12
2023,3,12,2,89.71,89.71,2023-03-12
2023,3,12,3,84.42,84.42,2023-03-12
2023,3,12,4,89.71,89.71,2023-03-12
2023,3,12,5,75.0,75.0,2023-03-12
2023,3,12,6,80.01,80.01,2023-03-12
2023,3,12,7,91.41,91.41,2023-03-12
2023,3,12,8,89.64,89.64,2023-03-12
2023,3,12,9,80.74,80.74,2023-03-12
2023,3,12,10,60.2,60.2,2023-03-12
2023,3,12,11,50.0,50.0,2023-03-12
2023,3,12,12,49.11,49.11,2023-03-12
2023,3,12,13,49.99,49.99,2023-03-12
2023,3,12,14,50.0,50.0,2023-03-12
2023,3,12,15,49.99,49.99,2023-03-12
2023,3,12,16,48.67,48.67,2023-03-12
2023,3,12,17,49.99,49.99,2023-03-12
2023,3,12,18,70.68,70.68,2023-03-12
2023,3,12,19,120.31,120.31,2023-03-12
2023,3,12,20,141.04,141.04,2023-03-12
2023,3,12,21,129.97,129.97,2023-03-12
2023,3,12,22,117.07,117.07,2023-03-12
2023,3,12,23,94.98,94.98,2023-03-12
2023,3,13,0,82.2,82.2,2023-03-13
2023,3,13,1,69.41,48.6,2023-03-13
2023,3,13,2,38.1,38.1,2023-03-13
2023,3,13,3,33.6,33.6,2023-03-13
2023,3,13,4,29.59,29.59,2023-03-13
2023,3,13,5,24.99,24.99,2023-03-13
2023,3,13,6,32.26,32.26,2023-03-13
2023,3,13,7,53.36,53.36,2023-03-13
2023,3,13,8,91.72,91.72,2023-03-13
2023,3,13,9,95.11,95.11,2023-03-13
2023,3,13,10,59.09,59.09,2023-03-13
2023,3,13,11,42.65,42.65,2023-03-13
2023,3,13,12,29.59,29.59,2023-03-13
2023,3,13,13,9.63,9.63,2023-03-13
2023,3,13,14,8.35,8.35,2023-03-13
2023,3,13,15,4.16,4.16,2023-03-13
2023,3,13,16,4.16,4.16,2023-03-13
2023,3,13,17,4.16,4.16,2023-03-13
2023,3,13,18,4.16,4.16,2023-03-13
2023,3,13,19,28.01,28.01,2023-03-13
2023,3,13,20,52.91,52.91,2023-03-13
2023,3,13,21,73.3,73.3,2023-03-13
2023,3,13,22,57.92,57.92,2023-03-13
2023,3,13,23,44.28,35.45,2023-03-13
2023,3,14,0,25.02,23.32,2023-03-14
2023,3,14,1,9.57,9.57,2023-03-14
2023,3,14,2,4.55,4.55,2023-03-14
2023,3,14,3,4.16,4.16,2023-03-14
2023,3,14,4,2.36,2.36,2023-03-14
2023,3,14,5,4.16,4.16,2023-03-14
2023,3,14,6,25.25,12.85,2023-03-14
2023,3,14,7,50.17,50.17,2023-03-14
2023,3,14,8,94.36,94.36,2023-03-14
2023,3,14,9,100.11,100.11,2023-03-14
2023,3,14,10,68.35,57.97,2023-03-14
2023,3,14,11,68.35,34.87,2023-03-14
2023,3,14,12,34.95,34.95,2023-03-14
2023,3,14,13,34.95,32.26,2023-03-14
2023,3,14,14,30.0,30.0,2023-03-14
2023,3,14,15,29.59,29.59,2023-03-14
2023,3,14,16,28.23,20.01,2023-03-14
2023,3,14,17,29.59,29.59,2023-03-14
2023,3,14,18,40.73,38.2,2023-03-14
2023,3,14,19,82.54,82.54,2023-03-14
2023,3,14,20,170.04,170.04,2023-03-14
2023,3,14,21,179.84,179.84,2023-03-14
2023,3,14,22,157.77,157.77,2023-03-14
2023,3,14,23,152.34,152.34,2023-03-14
2023,3,15,0,143.96,143.96,2023-03-15
2023,3,15,1,133.86,133.86,2023-03-15
2023,3,15,2,124.69,124.69,2023-03-15
2023,3,15,3,122.65,122.65,2023-03-15
2023,3,15,4,120.51,120.51,2023-03-15
2023,3,15,5,120.67,120.67,2023-03-15
2023,3,15,6,131.81,131.81,2023-03-15
2023,3,15,7,144.52,144.52,2023-03-15
2023,3,15,8,165.55,165.55,2023-03-15
2023,3,15,9,145.31,145.31,2023-03-15
2023,3,15,10,134.01,134.01,2023-03-15
2023,3,15,11,120.0,120.0,2023-03-15
2023,3,15,12,113.0,113.0,2023-03-15
2023,3,15,13,109.49,109.49,2023-03-15
2023,3,15,14,108.0,108.0,2023-03-15
2023,3,15,15,107.0,107.0,2023-03-15
2023,3,15,16,114.0,114.0,2023-03-15
2023,3,15,17,115.98,115.98,2023-03-15
2023,3,15,18,132.71,132.71,2023-03-15
2023,3,15,19,140.85,140.85,2023-03-15
2023,3,15,20,190.0,190.0,2023-03-15
2023,3,15,21,175.25,175.25,2023-03-15
2023,3,15,22,147.36,147.36,2023-03-15
2023,3,15,23,139.35,139.35,2023-03-15
2023,3,16,0,127.63,127.63,2023-03-16
2023,3,16,1,117.39,117.39,2023-03-16
2023,3,16,2,107.59,107.59,2023-03-16
2023,3,16,3,103.8,103.8,2023-03-16
2023,3,16,4,100.0,100.0,2023-03-16
2023,3,16,5,98.07,98.07,2023-03-16
2023,3,16,6,103.82,103.82,2023-03-16
2023,3,16,7,118.99,118.99,2023-03-16
2023,3,16,8,132.42,132.42,2023-03-16
2023,3,16,9,110.86,110.86,2023-03-16
2023,3,16,10,98.88,98.88,2023-03-16
2023,3,16,11,65.0,65.0,2023-03-16
2023,3,16,12,58.17,58.17,2023-03-16
2023,3,16,13,49.87,49.87,2023-03-16
2023,3,16,14,39.99,39.99,2023-03-16
2023,3,16,15,29.59,29.59,2023-03-16
2023,3,16,16,29.59,29.59,2023-03-16
2023,3,16,17,46.97,46.97,2023-03-16
2023,3,16,18,67.15,67.15,2023-03-16
2023,3,16,19,100.07,100.07,2023-03-16
2023,3,16,20,118.61,118.61,2023-03-16
2023,3,16,21,117.14,117.14,2023-03-16
2023,3,16,22,102.49,102.49,2023-03-16
2023,3,16,23,102.47,102.47,2023-03-16
2023,3,17,0,89.01,89.01,2023-03-17
2023,3,17,1,79.66,79.66,2023-03-17
2023,3,17,2,74.57,74.57,2023-03-17
2023,3,17,3,71.69,71.69,2023-03-17
2023,3,17,4,65.0,65.0,2023-03-17
2023,3,17,5,66.78,66.78,2023-03-17
2023,3,17,6,76.4,76.4,2023-03-17
2023,3,17,7,85.01,85.01,2023-03-17
2023,3,17,8,100.0,100.0,2023-03-17
2023,3,17,9,99.64,99.64,2023-03-17
2023,3,17,10,76.08,76.08,2023-03-17
